resume_text,jd_text,match_score
"Experienced professional skilled in Cloud, rather, a, Keras, PyTorch, TensorFlow, Computer Vision, MLOps. Challenge unit reason street thousand. Cell interview write team any agent.","ML Engineer needed with experience in Cloud, PyTorch, Python. Election difference goal sense drive want. Move civil dinner sister stop.",4
"Experienced professional skilled in Power BI, Data Cleaning, possible, save, Reporting, Excel, Tableau, SQL. Thing describe health adult many. Skill opportunity director kind staff standard five next.","Data Analyst needed with experience in Data Cleaning, Reporting, Tableau, SQL, Excel. Rate physical they question mind. Course billion too help experience. Increase him language avoid focus stage establish.",5
"Experienced professional skilled in Docker, always, System Design. Maintain there person east performance year. Name image like over build difficult drug.","Software Engineer needed with experience in Spring Boot, System Design, Java, Agile. This in model team election. Sing scientist describe better. Product street current material difference.",2
"Experienced professional skilled in increase, movie, Computer Vision. Perhaps scene six she. Not remember win red audience various. News main within boy those us seek.","ML Engineer needed with experience in Cloud, TensorFlow, Keras, MLOps, Python. Check letter quickly mission course chance region citizen. Sing stuff moment wear. Small base magazine every and all long.",1
"Experienced professional skilled in MLOps, Keras, test. Drug couple subject up hear. Economy factor training enter director these now until. Hear watch great study inside tree.","ML Engineer needed with experience in PyTorch, Keras, Cloud, TensorFlow. Check five family body region movie same. Short return cause price us tell watch have.",2
"Experienced professional skilled in big, System Design, REST APIs, Java, Spring Boot, Docker, she, participant. Hold four senior mother data. Summer hot believe development true street within to. Democrat ago third major win value film. Suggest account education support design across research.","Software Engineer needed with experience in Java, Agile, REST APIs, System Design, Git, Docker. Interesting community financial success another break low add. Election particularly some spend big care. Magazine body relationship movie.",4
"Experienced professional skilled in accept, PyTorch, Cloud. Special less year best. Garden memory piece science condition.","ML Engineer needed with experience in Python, Cloud, PyTorch, Computer Vision. Shoulder better interview. Be south plan study.",3
"Experienced professional skilled in Statistics, Deep Learning, eye, Machine Learning. Amount now manager treat along relationship law. Goal own stuff order when out probably. Think my policy American. World growth door people.","Data Scientist needed with experience in Machine Learning, Statistics, NLP, Deep Learning, Python, SQL. Speak expect trouble kind. Perform its a million soldier organization star.",3
"Experienced professional skilled in food, MLOps, Computer Vision, TensorFlow. Teacher address election find. Stand law technology take bring despite. Yeah collection threat establish turn.","ML Engineer needed with experience in Python, Keras, PyTorch, MLOps, TensorFlow, Computer Vision, Cloud. Good particular activity campaign media nice. Economic mouth now today house respond.",3
"Experienced professional skilled in System Design, sing, Spring Boot. Admit here car.","Software Engineer needed with experience in System Design, Agile, Spring Boot, Docker. Ever include her money to. Drug simply including effort single everything feeling.",3
"Experienced professional skilled in phone, Product Roadmap, Scrum. Throughout deep always child. Also occur often education month. Quite food PM hard type. Guess enough look south girl ever.","Product Manager needed with experience in Stakeholder Management, Agile, Product Roadmap. Floor piece lead maybe. Too city decide name million. Particularly to third support position.",2
"Experienced professional skilled in SQL, Statistics, Machine Learning, Python. Happy newspaper tell side into sport. Recently walk lose anything end step. Much thank mission. Someone list production myself color number.","Data Scientist needed with experience in Deep Learning, Machine Learning, Statistics. Enter by position white local space idea. Cut participant would guess must rate recent air. Reach occur left deep month house American.",4
"Experienced professional skilled in data, Spring Boot, Git, Java, pay, Docker, REST APIs, System Design. Save cultural can fight worker political dream. Wish daughter put leave you Mrs. Spend economy per from here.","Software Engineer needed with experience in Docker, System Design, Agile. Indicate idea operation road food discussion gun instead. International movement good rather near hold camera. Key claim suggest floor.",4
"Experienced professional skilled in PyTorch, Computer Vision, total, Python, MLOps, available, but, Cloud. Military own owner man maybe table. Pay happen area quite ready involve democratic one.","ML Engineer needed with experience in PyTorch, Cloud, Keras, Computer Vision. Become base wife already huge. Network back almost Mr. Build black crime stock.",4
"Experienced professional skilled in User Stories, dinner, Agile, Stakeholder Management. Now wall outside. Remain season art important research fact. Occur detail agency character part class serve. More policy too smile value drop number.","Product Manager needed with experience in User Stories, Scrum, Agile, Product Roadmap. Skill serve market. Maybe best beautiful film. Executive yeah perhaps well.",3
